Id,DOI
4a1b1ec6-9391-4dab-9db4-2e5e354ee177,10.1001/jama.278.2.125
1950b68b-dbd2-4291-b3b4-4a13dc46eb5d,10.1002/(sici)1099-1166(199703)12:3<319::aid-gps488>3.0.co;2-q
e82cb10d-2728-4cd0-a718-f310017309d9,10.1002/(sici)1099-1166(199809)13:9<625::aid-gps835>3.0.co;2-2
520e70c1-0680-44d9-8d73-6a49172f7abc,10.1002/1099-1166(200008)15:8<713::aid-gps187>3.0.co;2-i
a8ab91e3-bb75-476b-9754-a8dc33a9f697,10.1002/1099-1166(200010)15:10<887::aid-gps212>3.0.co;2-m
de853589-7588-4e9d-901c-b9334c78987b,10.1002/1099-1166(200112)16:1+<::aid-gps568>3.0.co;2-m
29027bdf-0399-421a-b5a0-06dfb9de2f82,10.1002/1099-1166(200112)16:1+<::aid-gps569>3.0.co;2-j
ff7a6512-4391-4278-bf71-c9718253ac0b,10.1002/1099-1166(200112)16:1+<::aid-gps570>3.0.co;2-8
ab14b6d7-8a90-43f6-a361-fb344cdd6a3e,10.1002/1531-8257(199905)14:3<484::aid-mds1016>3.0.co;2-b
2afd58d8-4c64-46d4-98e4-f4abd2fe7a87,10.1002/1531-8257(200011)15:6<1230::aid-mds1026>3.0.co;2-9
075d63d9-a25b-428e-912e-52f19abcc061,10.1002/j.1552-4604.1994.tb04002.x
0c005ce1-6e83-44a3-a80b-797d6563c6c3,10.1002/mds.10320
be72ed61-4c1c-4394-a0b6-92cb0ab94b04,10.1007/978-3-7091-9135-4_10
2c00cdfa-0e15-4de4-bc08-04c6344e902e,10.1007/978-3-7091-9324-2_54
c12f116b-6831-452a-a47d-5065f664b99e,10.1016/0006-3223(90)90050-c
25412f4f-5de1-4bda-b67d-de302ed30b95,10.1016/0140-6736(91)93389-q
6e59f965-b76a-4828-a30b-7e003cb38303,10.1016/0165-1781(95)02714-8
cd988c15-d4b0-4f3b-9077-6afaac7a8b37,10.1016/0165-5728(88)90053-7
cd988c15-d4b0-4f3b-9077-6afaac7a8b37,10.1016/0165-5728(88)90053-7
2704a83a-83d4-403f-a3f7-2bd529d69e84,10.1016/0165-5728(89)90045-3
2704a83a-83d4-403f-a3f7-2bd529d69e84,10.1016/0165-5728(89)90045-3
fb801723-3c1b-457d-9c93-a26c267e56be,10.1016/0165-5728(90)90036-m
fb801723-3c1b-457d-9c93-a26c267e56be,10.1016/0165-5728(90)90036-m
e5e1908f-45c5-4db4-a2a2-6984735aed9b,10.1016/0165-5728(96)00019-7
06a88eb4-5b20-416e-a561-26dd9b6de97a,10.1016/0167-4943(92)90039-7
87e28c44-4017-4fa1-a5db-f7467a963125,10.1016/0278-5846(89)90110-3
c1b78dee-1a16-4ecf-9e4e-4132e1a29583,10.1016/0278-5846(90)90005-2
c1a520a1-abf1-4da0-bf29-fa2e8b2e86e9,10.1016/j.amjopharm.2010.09.001
79898063-a83f-467d-b6c2-6292c387d5aa,10.1016/j.apmr.2010.08.027
9ae3cf03-f94b-49ca-9060-6260b05c0629,10.1016/j.apmr.2016.05.024
ceb1f36f-9325-4b85-ad01-1956e0e24153,10.1016/j.archger.2004.04.029
53baabd0-1ba1-4db2-9ada-80266e38cf31,10.1016/j.archger.2006.07.006
44d28028-d0b4-423a-91af-7911df079d70,10.1016/j.brs.2014.09.002
d523b7e5-ccee-4c29-8a6f-6338c5f26b83,10.1016/j.clim.2009.01.005
f7a3d128-59db-4d6d-8cb7-98c090eadb4a,10.1016/j.clineuro.2013.09.029
54bee342-2372-4b36-b47d-944662844cb4,10.1016/j.clinthera.2004.10.006
46db05a3-9b1e-44e3-9be6-a43764bb8f04,10.1016/j.clinthera.2006.03.002
fdee7f03-0920-4b83-a327-4f9644fc20b0,10.1016/j.clinthera.2017.01.016
2e81075f-8f79-4a50-909c-d186556125b5,10.1016/j.euroneuro.2015.12.006
16e979e2-0160-4f36-8f81-d568e1415d53,10.1016/j.genhosppsych.2007.08.002
791528ae-272c-4c5c-9573-a21a29805e72,10.1016/j.jamda.2005.04.003
88aaafc0-3939-48b7-a740-f1c3e0797e06,10.1016/j.jamda.2008.06.006
f783b2a8-44e2-44fc-aba8-6dab33cd5389,10.1016/j.jamda.2017.10.016
a61f8e8f-f896-4861-b65f-0d5f7000a210,10.1016/j.jbmt.2010.09.002
b9ca882d-5c49-4770-ba7d-526a158017c7,10.1016/j.jneuroim.2006.03.003
21630041-13f7-45d7-bc28-f02bdd3cd407,10.1016/j.jneuroim.2009.04.011
bc3acf91-6a32-4924-b567-f34858159a78,10.1016/j.jneuroim.2010.04.008
54977a4c-5a73-421c-a45d-d09408cee7c1,10.1016/j.jneuroim.2016.08.007
55ed4d18-26a3-4c05-a063-e4381633252b,10.1016/j.jneuroim.2017.12.001
7851fc8f-a974-4e9e-bd2e-8e51d61bfd29,10.1016/j.jns.2003.11.004
03bdbfc8-520e-4c42-9426-beab9f96a565,10.1016/j.jns.2003.11.005
6cc87537-7666-4e53-92c3-0112cdd73316,10.1016/j.jns.2004.07.009
c75ffb7b-5001-4fef-bd99-4957f1f36729,10.1016/j.jns.2005.08.021
28bf091c-6e96-453e-bebe-9ac6fa6cf28e,10.1016/j.jns.2006.05.024
13d59ce9-2de4-4501-b028-3a4b4bd902a1,10.1016/j.jns.2006.05.027
6f6ee42b-888a-4de9-baa7-b8227b4c308d,10.1016/j.jns.2012.07.003
7a0aea7e-237b-430c-8593-dfc6a56ed4f6,10.1016/j.jns.2012.07.015
f6e7c251-52b7-456a-932b-040621b79a11,10.1016/j.jns.2016.05.001
54a0b640-9066-4b4d-a036-ac974acea0a2,10.1016/j.jns.2017.06.017
776521c0-fb93-4930-9d9a-591e978b13fc,10.1016/j.jocn.2005.10.008
d2c98787-6993-446c-b983-a238d1bc6652,10.1016/j.jocn.2008.09.001
d5a90abe-2774-47dc-a461-5d0d31ec499f,10.1016/j.msard.2014.08.002
96247127-46ae-4888-859d-921fe1c58847,10.1016/j.msard.2015.01.005
4a17f19b-ae88-4bf9-aed0-233ecb088c68,10.1016/j.msard.2019.01.044
d1c736a7-6a1b-4a98-b21e-d42e47bfd4c9,10.1016/j.neulet.2010.01.046
14e1555e-566e-4be4-95e1-2a538ad22008,10.1016/j.neulet.2015.08.019
00d3ab60-7753-456e-8079-1b6f48731f95,10.1016/j.neurobiolaging.2006.09.020
388975b5-a970-4bae-b210-886377f8449d,10.1016/j.neurobiolaging.2006.09.020
b0d8a569-a6fa-4dd9-82ac-9eb4d689fd39,10.1016/j.neuroimage.2019.05.044
32319c31-3fc0-4ee5-afd3-347653178384,10.1016/j.neurol.2008.02.045
bbc1de65-88ad-4309-b985-d1ee296d57e1,10.1016/j.neuropharm.2005.11.006
915aa706-90b0-44cb-9a5b-869737b3fdd1,10.1016/j.ophtha.2018.10.013
2d230abe-44fe-445e-a09d-5c4bdcf5b050,10.1016/j.parkreldis.2014.01.016
143c6b73-6e39-4eae-8a97-87c8c8f49580,10.1016/j.parkreldis.2015.12.013
6c1dacd8-c876-438e-b2aa-7f8a1aee77ba,10.1016/j.pnpbp.2007.12.011
15562662-26bb-4873-9cf2-5b7111fe1eb9,10.1016/j.pnpbp.2011.05.003
70f18ed5-a2fa-472d-8ff3-83503ae70473,10.1016/j.pscychresns.2016.01.018
106537be-fca0-46d0-ba0b-c73cbf6691f5,10.1016/j.regg.2014.03.002
806bbc8a-7b80-47d1-8f6a-f317d874424a,10.1016/j.regg.2014.11.010
284094b8-1007-4673-b01c-27afb164b2b9,10.1016/j.regpep.2010.04.010
988d61c0-8e80-4357-b629-19e67f39b851,10.1016/j.yebeh.2010.01.015
f0b17d08-ef8f-458b-92b2-2824fada4e6e,10.1016/s0006-3223(00)01101-x
93f0843e-528d-47dc-b472-be774d8dfdb2,10.1016/s0006-3223(02)01392-6
62528521-843a-446d-af12-c9fc96674af0,10.1016/s0022-510x(00)00303-8
6c301cdb-f2d4-495d-b958-966c5ea294ef,10.1016/s0022-510x(02)00275-7
29b3b267-f392-4020-b0d7-3433a863b8aa,10.1016/s0022-510x(03)00060-1
41d2dffa-c1fe-4d45-b973-4319b9e24ea9,10.1016/s0022-510x(03)00217-x
5edc1dad-b1dd-4481-8f7d-95000d2cda9a,10.1016/s0022-510x(97)00156-1
ba2c21ed-9554-4a5d-b989-0bc7d479b068,10.1016/s0022-510x(97)00189-5
23a49997-8d90-46fd-88d4-20fe05a8b08f,10.1016/s0033-3182(97)71461-0
04e79096-e982-4e49-b8df-297cd0d49b70,10.1016/s0140-6736(02)08267-3
85d6134b-6634-4fd4-8a42-5b0d2a8d7c8a,10.1016/s0140-6736(02)12023-x
735cde09-4c4d-4a5f-807e-ee48318d83b8,10.1016/s0140-6736(04)16205-3
e6daeee6-3f20-409b-8015-830d583ec7e9,10.1016/s0140-6736(04)16499-4
7e89f0ae-e831-4245-963f-03243d4ac51d,10.1016/s0140-6736(04)17101-8
03faca19-43af-499b-b799-b532c6508716,10.1016/s0140-6736(13)62242-4
03faca19-43af-499b-b799-b532c6508716,10.1016/s0140-6736(13)62242-4
e3081f6e-3a11-4742-85fb-14ddd9c83c5c,10.1016/s0140-6736(15)01314-8
bab55f9f-0254-4683-b394-14a8c88938a7,10.1016/s0140-6736(18)30475-6
8605ae1a-0d68-445c-b846-5b069a056ad5,10.1016/s0140-6736(77)91940-7
471459d7-50b1-497b-a1bd-d56b4421cba6,10.1016/s0149-2918(03)80168-6
b8ed0338-4130-47e2-b82b-261b0882a094,10.1016/s0165-5728(01)00322-8
3a8dda21-746d-437f-82f1-66bf7e2e4fbc,10.1016/s0278-5846(01)00326-8
b7e41c2c-7d13-4123-b627-b166548bf1d3,10.1016/s0278-5846(02)00212-9
9772b444-cd86-4783-b92d-ccb0a4b1dadd,10.1016/s0304-3940(01)01586-5
5e6a9622-9aab-463d-8808-1340a16da032,10.1016/s0304-3940(02)01384-8
99bfa348-c24f-4fb6-9f5d-660a65c08531,10.1016/s0304-3940(02)01462-3
7f070e62-6083-4cd5-bce2-0401b2aa29f4,10.1016/s0306-4522(99)00070-6
9fbfcdfe-d79d-483c-86d1-b48f726178b9,10.1016/s0924-977x(00)00067-5
0f968b34-8f45-401f-952d-e37024fae625,10.1016/s0924-977x(97)00079-5
6462d537-069f-43b9-886c-382fcbc39a96,10.1016/s1353-8020(02)00053-6
110bc19a-20ce-4b0e-8731-d30f500d2fbc,10.1016/s1388-2457(02)00110-4
852fbf2e-7b7d-4594-84ec-49a87a6cc629,10.1016/s1474-4422(07)70108-4
3a44300b-3509-46a9-80cd-61bd76c7e06a,10.1016/s1474-4422(08)70261-8
6fca2056-c023-4f3b-aa6a-3cf7ed47d558,10.1016/s1474-4422(10)70106-x
d63af5f2-4799-4753-9268-8079fc83da6b,10.1016/s1474-4422(15)00258-6
3201259e-3b05-495a-ae5a-f0cddcf1d32d,10.1016/s1474-4422(15)00389-0
9b8ddcab-1759-4bb3-964e-1ef230a819d2,10.1016/s1474-4422(18)30069-3
f13b9eb0-f70e-4126-8632-d36a745180b0,10.1016/s1543-5946(05)80020-0
1154d2eb-5560-4948-bee2-3f1767780bc6,10.1037/0022-006x.69.6.942
955f0d5b-d77e-4cfb-839d-79a42f33e89f,10.1037/a0039919
38880180-14cd-4089-ab60-35f58d879a2f,10.1038/sj.clpt.6100242
